,sad,neutral,anger,happy,hate
15:08:,316,111,0,115,56
15:09:,125,91,0,56,0
15:10:,83,265,43,52,23
15:11:,46,641,0,47,12
15:12:,103,140,5,31,29
15:13:,50,269,3,62,5
15:14:,68,147,3,35,69
15:15:,41,201,16,88,41
15:16:,23,281,9,56,0
15:17:,59,167,0,12,0
15:18:,70,274,0,25,13
15:19:,25,92,0,-107,27
15:20:,172,90,0,25,4
15:21:,181,142,4,41,7
15:22:,111,104,1,140,55
15:23:,193,261,0,50,2
15:24:,164,122,1,23,4
15:25:,776,151,-4,131,38
15:26:,815,197,4,156,53
15:27:,394,965,-1,54,-25
15:28:,89,137,-1,161,0
15:29:,127,61,1,51,89
15:30:,113,449,2,77,4
15:31:,35,136,0,46,22
15:32:,143,108,1,38,257
15:33:,175,208,1,279,11
15:34:,99,308,2,101,3
15:35:,288,119,0,33,92
15:36:,247,243,15,91,2
15:37:,123,404,0,156,13
15:38:,235,224,39,-26,4
15:39:,59,409,0,126,-7
15:40:,61,380,1,202,12
15:41:,105,121,0,226,2
15:42:,105,165,4,44,1
15:43:,123,425,0,201,4
15:44:,140,351,23,19,2
15:45:,332,388,0,455,10
15:46:,72,109,2,31,17
15:47:,301,878,6,389,121
15:48:,431,333,9,29,113
15:49:,58,119,14,30,3
15:50:,55,170,0,65,1
15:51:,46,77,14,594,1
15:52:,103,532,0,55,302
15:53:,64,434,49,139,40
15:54:,258,152,420,360,-8
15:55:,217,326,8,334,12
15:56:,62,108,3,282,0
15:57:,70,209,1,126,111
15:58:,281,162,4,16,42
15:59:,138,110,55,131,4
16:00:,51,198,2,62,4
16:01:,158,210,0,160,8
16:02:,243,-1,0,106,10
16:03:,327,170,0,116,44
16:04:,171,50,0,52,2
16:05:,83,141,0,80,4
16:06:,221,103,0,24,5
16:07:,221,325,16,32,3
16:08:,36,403,3,13,83
16:09:,57,378,-41,31,-5
16:10:,390,319,0,21,-3
16:11:,200,179,0,445,4
16:12:,2,182,0,40,6
16:13:,852,96,0,18,3
16:14:,34,202,-40,1,34
16:15:,55,59,0,39,46
16:16:,121,107,4,30,3
16:17:,137,144,2,471,11
16:18:,59,358,0,41,3
16:19:,89,487,8,25,6
16:20:,71,322,0,22,1
16:21:,172,82,0,26,31
16:22:,23,123,0,51,0
16:23:,99,479,0,190,16
16:24:,25,92,18,17,-1
16:25:,161,151,3,388,12
16:26:,301,21,0,817,0
16:27:,87,545,-1,58,3
16:28:,170,581,5,58,72
16:29:,684,452,0,710,7
16:30:,171,950,2,91,0
16:31:,146,123,0,169,8
16:32:,96,95,1,139,2
16:33:,17,209,0,13,-2
16:34:,107,174,0,66,11
16:35:,55,248,0,11,6
16:36:,84,72,3,43,1
16:37:,79,556,21,85,59
16:38:,253,97,2,-15,16
16:39:,152,154,3,-48,7
16:40:,95,107,1,18,10
16:41:,108,214,0,1029,11
16:42:,60,174,1,22,1
16:43:,302,157,3,29,2
16:44:,16,137,37,176,-7
16:45:,337,465,15,19,20
16:46:,247,214,0,173,4
16:47:,229,219,6,96,1
16:48:,263,183,1,364,40
16:49:,142,320,3,126,5
16:50:,183,80,5,13,0
16:51:,160,183,0,44,17
16:52:,8,185,35,464,5
16:53:,55,213,0,15,-2
16:54:,93,464,1,62,2
16:55:,109,123,0,127,45
16:56:,151,78,3,30,2
16:57:,271,20,14,325,3
16:58:,194,647,18,90,8
16:59:,116,88,0,58,33
17:00:,121,208,1,140,61
17:01:,75,285,0,6,-6
17:02:,51,76,0,183,2
17:03:,178,155,6,19,117
17:04:,363,122,2,53,6
17:05:,128,397,3,86,6
17:06:,245,299,10,25,-17
17:07:,420,187,0,231,0
17:08:,562,469,0,25,7
17:09:,68,487,8,240,0
17:10:,120,90,0,22,18
17:11:,39,206,-1,107,4
17:12:,247,425,13,362,6
17:13:,38,475,8,14,6
17:14:,172,268,1,63,5
17:15:,590,169,1,45,32
17:16:,393,223,5,105,79
17:17:,56,86,4,72,3
17:18:,313,298,2,137,-116
17:19:,308,76,1,-1,138
17:20:,15,237,1,116,38
17:21:,53,356,9,23,24
17:22:,431,123,5,43,9
17:23:,127,437,0,22,3
17:24:,170,468,0,58,100
17:25:,-1,186,0,36,22
17:26:,108,104,0,92,10
17:27:,48,383,2,60,11
17:28:,422,619,24,214,40
17:29:,253,301,1,42,23
17:30:,59,493,0,175,-29
17:31:,46,406,0,70,9
17:32:,85,332,0,184,0
17:33:,42,368,12,115,39
17:34:,94,124,8,5,2
17:35:,149,818,1,15,0
17:36:,669,319,-4,7,10
17:37:,113,128,0,8,7
17:38:,74,514,0,13,6
17:39:,163,151,0,49,1
17:40:,381,278,0,101,0
17:41:,83,292,5,90,255
17:42:,60,157,3,54,-22
17:43:,293,414,149,76,29
17:44:,-8,364,0,11,178
17:45:,153,80,15,45,800
17:46:,229,415,0,20,26
17:47:,981,196,1,56,10
17:48:,50,253,1,18,7
17:49:,190,242,3,53,72
17:50:,318,356,0,25,96
17:51:,56,221,0,13,5
17:52:,-146,221,0,-43,2
17:53:,326,507,0,124,66
17:54:,266,146,1,151,98
17:55:,39,260,5,120,5
17:56:,156,72,0,31,3
17:57:,99,366,1,371,24
17:58:,72,190,2,385,-3
17:59:,272,94,31,130,8
18:00:,149,658,3,18,7
18:01:,213,327,0,284,7
18:02:,132,450,0,139,0
18:03:,257,242,0,100,0
18:04:,147,1787,154,192,1
18:05:,86,315,0,10,3
18:06:,111,117,11,14,11
18:07:,71,43,0,23,12
18:08:,335,235,0,266,-10
18:09:,493,115,6,44,14
18:10:,58,29,91,25,43
18:11:,37,133,3,247,17
18:12:,325,530,5,46,12
18:13:,205,199,0,62,7
18:14:,636,76,8,227,22
18:15:,55,65,4,26,1
18:16:,147,288,3,28,-58
18:17:,251,328,0,68,29
18:18:,180,516,150,65,6
18:19:,513,380,2,294,2
18:20:,319,349,0,69,3
18:21:,61,129,3,27,247
18:22:,122,270,0,245,55
18:23:,179,295,2,66,6
18:24:,148,84,2,80,24
18:25:,151,271,2,7,42
18:26:,30,383,8,36,15
18:27:,252,224,2,104,13
18:28:,499,189,1,99,11
18:29:,130,260,2,222,1
18:30:,1017,246,3,695,23
18:31:,122,138,-19,53,73
18:32:,170,164,16,168,-1
18:33:,155,732,0,19,32
18:34:,39,294,0,140,12
18:35:,2574,176,2,61,19
18:36:,23,240,3,158,110
18:37:,455,301,5,6,197
18:38:,60,562,8,-13,21
18:39:,201,337,1,168,5
18:40:,176,98,0,56,192
18:41:,69,213,10,28,31
18:42:,146,118,1,-25,54
18:43:,44,395,15,61,7
18:44:,37,238,63,84,5
18:45:,57,214,0,335,-2
18:46:,64,41,6,317,2
18:47:,540,150,0,103,14
18:48:,278,321,6,29,1
18:49:,79,70,0,40,21
18:50:,63,173,32,112,-52
18:51:,528,318,2,36,-65
18:52:,108,89,13,32,119
18:53:,123,215,4,42,17
18:54:,149,218,1,153,5
18:55:,263,528,20,33,7
18:56:,97,78,0,70,0
18:57:,145,314,2,64,14
18:58:,644,177,0,105,17
18:59:,542,308,11,23,5
19:00:,62,222,1,12,13
19:01:,19,885,5,19,-1
19:02:,120,1472,9,153,54
19:03:,269,119,-4,195,1
19:04:,176,196,0,58,96
19:05:,334,191,0,106,-7
19:06:,99,423,0,55,3
19:07:,157,39,0,159,2
19:08:,344,195,0,18,29
19:09:,941,378,1,27,12
19:10:,57,158,0,93,17
19:11:,59,254,1,60,8
19:12:,141,306,1,100,1
19:13:,87,132,15,125,1
19:14:,3,145,22,24,-2
19:15:,84,418,11,139,412
19:16:,-32,170,6,641,7
19:17:,84,283,0,71,39
19:18:,898,61,7,267,32
19:19:,35,274,3,782,8
19:20:,68,411,0,58,10
19:21:,286,147,0,59,50
19:22:,124,540,9,445,1
19:23:,419,243,-14,119,7
19:24:,120,37,0,183,-11
19:25:,62,295,9,348,15
19:26:,146,1089,3,38,1
19:27:,246,31,11,8,45
19:28:,1704,269,2,26,83
19:29:,124,469,3,76,33
19:30:,66,251,0,290,110
19:31:,296,771,0,374,12
19:32:,154,301,1,115,161
19:33:,411,133,4,23,34
19:34:,152,243,9,163,200
19:35:,19,357,0,29,11
19:36:,509,139,5,301,47
19:37:,114,327,0,227,4
19:38:,79,210,43,46,1
19:39:,110,452,10,240,2
19:40:,79,274,-9,42,4
19:41:,29,147,0,16,6
19:42:,197,353,2,14,19
19:43:,1379,370,3,48,13
19:44:,299,328,2,312,0
19:45:,79,296,87,22,59
19:46:,24,54,40,70,18
19:47:,87,194,4,94,3
19:48:,432,356,0,34,42
19:49:,86,210,2,-6,2
19:50:,61,189,9,120,4
19:51:,101,378,1,353,88
19:52:,115,50,0,121,7
19:53:,118,1545,0,115,9
19:54:,94,84,1,30,37
19:55:,132,222,0,283,66
19:56:,528,358,33,138,-2
19:57:,159,265,0,748,50
19:58:,143,288,2,166,4
19:59:,302,240,0,25,73
20:00:,818,156,10,182,10
20:01:,70,259,0,59,-17
20:02:,85,578,7,78,1
20:03:,52,354,3,13,-5
20:04:,124,246,12,14,13
20:05:,65,780,15,41,0
20:06:,97,246,3,105,7
20:07:,89,415,5,80,52
20:08:,399,503,12,72,117
20:09:,148,673,1,1788,3
20:10:,422,123,3,60,1
20:11:,105,229,0,146,43
20:12:,225,315,2,59,-9
20:13:,234,256,0,68,94
20:14:,-18,181,5,22,16
20:15:,79,135,2,207,0
20:16:,175,756,2,457,37
20:17:,160,118,1,-19,54
20:18:,236,190,0,225,12
20:19:,272,429,1,62,30
20:20:,76,328,0,1149,2
20:21:,50,180,4,9,14
20:22:,178,274,1,47,353
20:23:,98,584,13,46,15
20:24:,218,80,15,65,3
20:25:,111,392,0,185,31
20:26:,215,242,0,94,14
20:27:,87,661,4,967,591
20:28:,103,105,3,174,11
20:29:,109,262,0,273,15
20:30:,73,808,0,55,99
20:31:,429,189,10,145,57
20:32:,454,430,2,1524,85
20:33:,66,155,0,20,2
20:34:,181,132,-39,90,7
20:35:,387,254,1,57,297
20:36:,141,334,30,175,71
20:37:,42,122,0,581,-3
20:38:,51,354,1660,101,-10
20:39:,1979,376,0,57,12
20:40:,79,2034,0,346,1
20:41:,134,661,9,190,0
20:42:,96,124,1,122,31
20:43:,167,321,3,46,14
20:44:,249,1295,1,67,6
20:45:,35,88,-26,126,13
20:46:,129,1385,2,313,20
20:47:,288,141,17,31,332
20:48:,467,250,11,27,71
20:49:,426,235,-4,287,12
20:50:,252,265,1,70,27
20:51:,69,186,17,213,249
20:52:,1382,276,0,124,0
20:53:,313,658,2,241,12
20:54:,107,202,6,66,-21
20:55:,55,327,0,216,61
20:56:,72,1503,2,348,10
20:57:,1339,953,0,11,0
20:58:,508,176,2,168,11
20:59:,673,984,2,103,-27
21:00:,275,474,4,48,1
21:01:,104,749,1,238,37
21:02:,508,911,1,111,-4
21:03:,187,427,-12,1318,281
21:04:,172,419,2,133,5
21:05:,1379,1469,16,424,30
21:06:,164,160,9,57,149
21:07:,437,239,1,149,60
21:08:,83,620,2,90,43
21:09:,253,493,10,72,2
21:10:,182,269,86,48,-16
21:11:,212,229,115,142,-2
21:12:,471,348,2,173,-1
21:13:,266,203,3,990,6
21:14:,166,260,4,104,6
21:15:,43,282,84,74,21
21:16:,290,186,1,166,5
21:17:,26,173,2,43,26
21:18:,406,596,0,96,26
21:19:,272,1201,0,38,8
21:20:,128,305,3,886,74
21:21:,249,1238,0,1729,27
21:22:,60,527,182,510,297
21:23:,178,566,5,145,6
21:24:,108,400,0,88,49
21:25:,173,168,12,87,14
21:26:,130,224,501,236,45
21:27:,191,429,13,65,4
21:28:,333,46,2,185,127
21:29:,248,373,5,59,53
21:30:,4957,450,2,49,6
21:31:,376,366,19,166,24
21:32:,160,337,8,86,4
21:33:,319,693,0,98,2
21:34:,40,593,10,94,2
21:35:,106,146,7,92,17
21:36:,167,1609,28,184,126
21:37:,124,431,0,69,57
21:38:,624,194,4,237,-16
21:39:,372,857,4,107,32
21:40:,324,278,4,114,16
21:41:,164,695,0,514,-7
21:42:,485,1102,5,185,32
21:43:,93,493,2,681,-5
21:44:,83,559,3,261,94
21:45:,421,514,0,88,7
21:46:,390,271,0,85,11
21:47:,259,412,171,91,996
21:48:,257,197,1617,492,15
21:49:,733,228,2,44,1
21:50:,653,367,35,50,31
21:51:,391,380,14,55,62
21:52:,500,224,4,1229,3
21:53:,596,925,4,30,31
21:54:,748,203,1,974,600
21:55:,601,836,4,203,229
21:56:,271,916,11,41,6
21:57:,136,212,2,229,61
21:58:,189,1156,923,216,7
21:59:,44,423,10,128,11
22:00:,330,813,13,172,6
22:01:,227,379,24,188,105
22:02:,675,41,16,78,2
22:03:,52,387,12,156,-1
22:04:,521,555,3,142,-253
22:05:,211,345,20,55,53
22:06:,246,1829,1,43,-9
22:07:,210,184,315,49,39
22:08:,139,411,8,260,14
22:09:,371,581,69,54,15
22:10:,576,514,145,347,176
22:11:,372,1184,0,231,2
22:12:,141,764,4,64,40
22:13:,159,602,23,2024,7
22:14:,508,211,22,79,93
22:15:,1367,385,2,80,22
22:16:,158,1287,12,79,21
22:17:,87,342,70,225,60
22:18:,178,672,3,149,28
22:19:,124,1010,3,484,18
22:20:,1443,437,144,584,1167
22:21:,41,1215,6,57,15
22:22:,122,476,-20,197,31
22:23:,321,1125,24,323,211
22:24:,88,295,-3,1188,232
22:25:,853,363,3,43,53
22:26:,261,578,8,168,402
22:27:,150,186,2,165,266
22:28:,1506,1134,15,111,25
22:29:,252,1439,8,302,66
22:30:,286,413,1,117,-1
22:31:,99,342,6,424,38
22:32:,218,857,29,783,10
22:33:,146,831,0,153,32
22:34:,425,210,5,1089,31
22:35:,318,713,-10,160,10
22:36:,124,588,11,180,52
22:37:,184,1729,2,223,20
22:38:,284,1206,8,365,11
22:39:,364,361,2,455,22
22:40:,381,390,62,91,199
22:41:,628,217,21,42,5
22:42:,1036,617,1,144,17
22:43:,269,1002,1,73,14
22:44:,198,601,67,195,22
22:45:,744,1373,37,86,16
22:46:,224,1493,8,106,173
22:47:,319,421,1,231,49
22:48:,356,427,7,872,21
22:49:,190,539,9,234,-2
22:50:,381,722,-1,264,74
22:51:,744,1110,45,162,18
22:52:,427,556,9,138,10
22:53:,210,986,43,108,427
22:54:,313,465,12,454,31
22:55:,267,367,2,120,39
22:56:,438,423,0,364,42
22:57:,709,619,1,331,14
22:58:,1008,906,2,347,46
22:59:,186,667,5,710,-15
23:00:,304,1141,8,835,49
23:01:,194,466,15,93,69
23:02:,251,393,1,332,112
23:03:,412,313,8,134,-1
23:04:,144,818,1,164,86
23:05:,243,1066,1,141,8
23:06:,579,1126,1,191,12
23:07:,333,183,-2,327,30
23:08:,189,644,16,158,34
23:09:,353,785,123,180,11
23:10:,247,494,2,310,1
23:11:,270,669,0,38,44
23:12:,100,474,1,281,34
23:13:,347,323,27,17,53
23:14:,509,391,4,833,429
23:15:,332,1585,1,192,62
23:16:,537,329,7,29,50
23:17:,193,526,7,42,20
23:18:,196,489,4,134,82
23:19:,74,444,6,572,19
23:20:,229,325,5,227,32
23:21:,242,1611,0,300,43
23:22:,829,338,3,386,21
23:23:,157,493,-5,743,94
23:24:,280,485,2,440,56
23:25:,183,530,11,47,2
23:26:,1054,1065,17,1197,8
23:27:,762,789,0,47,31
23:28:,55,402,1339,47,23
23:29:,574,1034,17,-51,156
23:30:,854,1036,0,162,393
23:31:,517,444,17,466,398
23:32:,540,1280,0,190,24
23:33:,720,1034,-3,183,17
23:34:,223,455,1,177,-18
23:35:,880,221,17,132,30
23:36:,196,951,0,166,97
23:37:,394,805,8,175,18
23:38:,1328,394,19,74,22
23:39:,129,769,5,122,11
23:40:,249,327,1,249,3
23:41:,142,721,1,107,86
23:42:,405,1165,-2,199,15
23:43:,215,606,4,342,36
23:44:,348,504,0,366,7
23:45:,224,281,0,200,280
23:46:,378,339,6,345,161
23:47:,248,778,73,289,43
23:48:,361,477,6,74,2
23:49:,290,448,7,539,5
23:50:,675,953,12,571,2
23:51:,459,859,2,70,18
23:52:,669,481,2,292,72
23:53:,192,711,5,360,4
23:54:,283,715,-2,105,177
23:55:,284,283,18,274,28
23:56:,1457,580,21,310,40
23:57:,180,524,52,795,24
23:58:,215,922,-4,398,164
23:59:,749,1174,1,116,36
